Title,Bedrooms,Bathrooms,Floor_no,Occupancy_status,Floor_area,City,Price_in_taka,Location
Ready Plot Is Up For Sale In Purbachal Marine City,,,,vacant,3600,narayanganj-city,"৳6,500,000","Rupganj, Narayanganj"
In Purbachal Marine City There Is A 3 katha Residential Plot For Sale,,,,vacant,2160,narayanganj-city,"৳3,900,000","Rupganj, Narayanganj"
A 3 Katha Residential Plot For Sale In Purbachal Marine City,,,,vacant,2160,narayanganj-city,"৳3,900,000","Rupganj, Narayanganj"
Plot For Sale In Purbachal Marine City,,,,vacant,2160,narayanganj-city,"৳3,900,000","Rupganj, Narayanganj"
We Have A Nice Plot Which Is Ready For Sale In Purbachal Marine City,,,,vacant,2160,narayanganj-city,"৳3,900,000","Rupganj, Narayanganj"
"5 Katha Plot now for sale in Rupganj, Bproperty Village",,,,vacant,3600,narayanganj-city,"৳5,625,000","Rupganj, Narayanganj"
"5 Katha Plot now for sale in Rupganj, Bproperty Village",,,,vacant,3600,narayanganj-city,"৳5,625,000","Rupganj, Narayanganj"
5 Katha nice Plot for sale in Bproperty Village,,,,vacant,3600,narayanganj-city,"৳7,625,000","Rupganj, Narayanganj"
"See This Large 5 Katha Plot For Sale In Rupganj, Bproperty Village",,,,vacant,3600,narayanganj-city,"৳7,625,000","Rupganj, Narayanganj"
5 Katha beautiful Plot For Sale In Bproperty Village,,,,vacant,3600,narayanganj-city,"৳7,625,000","Rupganj, Narayanganj"
"A 3 Katha Plot Is For Sale In Bproperty Village, Rupganj",,,,vacant,2160,narayanganj-city,"৳4,575,000","Rupganj, Narayanganj"
We Have A Ready 3 Katha Plot For Sale In Rupganj Nearby Zinda Park,,,,vacant,2160,narayanganj-city,"৳4,575,000","Rupganj, Narayanganj"
"In The Location Of Bproperty Village, A Large Residential Plot For Sale",,,,vacant,2160,narayanganj-city,"৳4,575,000","Rupganj, Narayanganj"
Plot For Sale In Bproperty Village,,,,vacant,3600,narayanganj-city,"৳7,625,000","Rupganj, Narayanganj"
5 Katha Plot is available for sale in Bproperty Village,,,,vacant,3600,narayanganj-city,"৳7,625,000","Rupganj, Narayanganj"
"A Plot Which Is Up For Sale In Rupganj, Bproperty Village",,,,vacant,2160,narayanganj-city,"৳4,575,000","Rupganj, Narayanganj"
"Get This Wonderful Plot In Bproperty Village, Narayanganj City Which Is Ready For Sale",,,,vacant,3600,narayanganj-city,"৳7,625,000","Rupganj, Narayanganj"
A Plot Which Is Up For Sale In Bproperty Village,,,,vacant,2160,narayanganj-city,"৳4,575,000","Rupganj, Narayanganj"
"Five Katha Plot For Sale In Bproperty Village, Narayanganj",,,,vacant,3600,narayanganj-city,"৳7,625,000","Rupganj, Narayanganj"
"Meet With A Fascinating 5 Katha Ready Plot For Sale In Narayanganj, Bproperty Village",,,,vacant,3600,narayanganj-city,"৳7,625,000","Rupganj, Narayanganj"
"A 3 Katha Plot Is Up For Sale In The Beautiful Location Of Bproperty Village, Rupganj, Narayanganj",,,,vacant,2160,narayanganj-city,"৳4,575,000","Rupganj, Narayanganj"
"A Residential Plot In Bproperty Village, Rupganj Is For Sale",,,,vacant,2160,narayanganj-city,"৳4,575,000","Rupganj, Narayanganj"
Attention ! A 5 Katha Plot Is Now Available For Sale In Bproperty Village,,,,vacant,3600,narayanganj-city,"৳7,625,000","Rupganj, Narayanganj"
"3.15 Katha Residential Plot For Sale In Narayanganj, Purbachal American City",,,,vacant,2268,narayanganj-city,"৳11,000,000","Rupganj, Narayanganj"
A 1525 Square Feet Large And Spacious Residential Apartment At Shiddhirganj For Sale,3,3,2,vacant,1525,narayanganj-city,"৳6,800,000","Mizmizi, Shiddhirganj"
"20 Katha Plot Is Ready For Sale In Narayanganj, Rupganj, Bproperty Village",,,,vacant,14400,narayanganj-city,"৳25,000,000","Rupganj, Narayanganj"
"Check This Fine Looking 5 Katha Plot Offered For Sale At Bproperty Village, Narayanganj",,,,vacant,3600,narayanganj-city,"৳7,625,000","Rupganj, Narayanganj"
Check This Fine Looking Plot Offered For Sale At Bproperty Village,,,,vacant,2160,narayanganj-city,"৳4,575,000","Rupganj, Narayanganj"
"Check This Fine Looking Plot Offered For Sale At Narayanganj, Bproperty Village",,,,vacant,2160,narayanganj-city,"৳3,000,000","Rupganj, Narayanganj"
3 Katha plot is for sale in Fatulla,,,,vacant,2160,narayanganj-city,"৳3,750,000","Kutubpur, Fatulla"
7.6 Katha nice Plot is now available for sale in Purbachal American City,,,,vacant,5472,narayanganj-city,"৳25,156,000","Rupganj, Narayanganj"
Visit This Large 5 Katha Plot Is For Sale In Bproperty Village,,,,vacant,3600,narayanganj-city,"৳5,000,000","Rupganj, Narayanganj"
"Your Dream Plot Is Waiting For Sale In Narayanganj, Bproperty Village",,,,vacant,2160,narayanganj-city,"৳4,575,000","Rupganj, Narayanganj"
"In The Location Of Bproperty Village, Narayanganj, A Plot Is Up For Sale",,,,vacant,2160,narayanganj-city,"৳4,575,000","Rupganj, Narayanganj"
2160 SQ FT Plot is available for sale in Shiddhirganj,,,,vacant,2160,narayanganj-city,"৳5,000,000","Sanarpar, Shiddhirganj"
"Take This 5 Katha Residential Plot Which Is Ready For Sale At Rupganj, Narayanganj",,,,vacant,3600,narayanganj-city,"৳6,000,000","Rupganj, Narayanganj"
"Near To Rupgonj Police Station 5 Katha Plot for sale in Rupganj, Bproperty Village",,,,vacant,3600,narayanganj-city,"৳7,625,000","Rupganj, Narayanganj"
"Check This Plot Up For Sale In Narayanganj, Bproperty Village",,,,vacant,2160,narayanganj-city,"৳4,575,000","Rupganj, Narayanganj"
"In The Location Of Rupganj, Bproperty Village, A Plot Is Up For Sale",,,,vacant,2160,narayanganj-city,"৳3,375,000","Rupganj, Narayanganj"
"A Residential Plot Is Available For Sale At Bproperty Village, Rupganj With An Affordable Deal.",,,,vacant,7200,narayanganj-city,"৳15,250,000","Rupganj, Narayanganj"
This Large 5 Katha Plot Which Is Up For Sale In Bproperty Village,,,,vacant,3600,narayanganj-city,"৳7,625,000","Rupganj, Narayanganj"
"For Selling Purpose A Residential Plot Is Available At Bproperty Village, Rupganj",,,,vacant,3600,narayanganj-city,"৳7,625,000","Rupganj, Narayanganj"
"5 Katha Plot for sale in Bproperty Village, Narayanganj City",,,,vacant,3600,narayanganj-city,"৳7,625,000","Rupganj, Narayanganj"
"In Bproperty Village,rupganj A Residential Plot Up For Sale .",,,,vacant,3600,narayanganj-city,"৳7,625,000","Rupganj, Narayanganj"
"A Nice Residential Plot Is For Sale At Bproperty Village, Rupganj .",,,,vacant,2160,narayanganj-city,"৳4,575,000","Rupganj, Narayanganj"
"Plot For Sale In A Suitable Place In Bproperty Village, Rupganj",,,,vacant,2160,narayanganj-city,"৳4,575,000","Rupganj, Narayanganj"
"Plot For Sale In A Suitable Place In Rupganj, Narayanganj, Bproperty Village",,,,vacant,2160,narayanganj-city,"৳4,575,000","Rupganj, Narayanganj"
At Purbachal Marine City Nice 3 Katha Plot Up For Sale Near Zinda Park,,,,vacant,2160,narayanganj-city,"৳4,575,000","Rupganj, Narayanganj"
We Have A 5 Katha Plot For Sale In Bproperty Village,,,,vacant,3600,narayanganj-city,"৳5,000,000","Rupganj, Narayanganj"
"In The Location Of Bproperty Village, Rupganj A Residential Plot Is For Sale",,,,vacant,2160,narayanganj-city,"৳4,575,000","Rupganj, Narayanganj"
"See This Plot For Sale In Narayanganj, Bproperty Village",,,,vacant,2160,narayanganj-city,"৳4,575,000","Rupganj, Narayanganj"
"At Bproperty Village, Rupganj A Residential Plot Is Up For Sale",,,,vacant,3600,narayanganj-city,"৳7,625,000","Rupganj, Narayanganj"
"A 3 katha Residential Plot Is For Sale At Rupganj ,Bproperty Village.",,,,vacant,2160,narayanganj-city,"৳3,000,000","Rupganj, Narayanganj"
"This 3 Katha Plot At Bproperty Village, Rupganj Is Up For Sale.",,,,vacant,2160,narayanganj-city,"৳4,575,000","Rupganj, Narayanganj"
"Plot For Sale In Narayanganj, Rupganj, Bproperty Village",,,,vacant,2160,narayanganj-city,"৳4,575,000","Rupganj, Narayanganj"
"Vacant For Sale In Matuail, A 1050 Sq. Ft. Well Defined Flat",3,2,8,vacant,1050,narayanganj-city,"৳6,000,000","Matuail, Demra"
"A Modern Flat Of 1380 Sq Ft Is Up For Sale In New Town R/a, Demra",3,2,6,vacant,1380,narayanganj-city,"৳6,500,000","Matuail, Demra"
Affordable And Nice Flat Is Up For Sale In Matuail Which Is 981 Sq Ft,2,2,7,vacant,981,narayanganj-city,"৳5,500,000","Matuail, Demra"
"1050 Sq Ft Ready Flat For Sale In Matuail, New Town R/a",3,3,6,vacant,1050,narayanganj-city,"৳8,000,000","Matuail, Demra"
"Avail The Amazing Offer Of Buying A 130 Sq Ft Commercial Shop In Tongi, Gazipur",,,4,vacant,130,gazipur,"৳5,000,000","Tongi, Gazipur Sadar Upazila"
"1050 Sq Ft Apartment Is Up For Sale In Tongi, Gazipur",3,3,8,vacant,1050,gazipur,"৳3,990,000","Tongi, Gazipur Sadar Upazila"
"272 katha Plot Is For Sale In Kaliakair, Gazipur .",,,,vacant,195840,gazipur,"৳157,500,000",Kaliakair
Residential Plot Is Available For Sale In Kapasia Nearby Kapasia Gov&#039;t. Pilot High School,,,,,,gazipur,"৳25,000,000",Kapasia
18 katha Commercial Plot For Sale In Board Bazar,,,,,,gazipur,"৳27,570,000","Board Bazar, Gazipur Sadar Upazila"
"Buy This 1350 Sq Ft Amazing Flat In Gazipur, Joydebpur With A Nice Surrounding",3,3,8,vacant,1350,gazipur,"৳4,500,000","Joydebpur, Gazipur Sadar Upazila"
"Deal With This 1174 Square Feet Residential Apartment Set To Sale At Shimultoly, Gazipur",3,3,9,vacant,1174,gazipur,"৳4,696,000","Shimultoly, Gazipur Sadar Upazila"
Create Your Nice Home Experience In This 1240 Sq Ft Apartment Mingled With Your Interest To Live In Gazipur,3,3,7,vacant,1240,gazipur,"৳4,960,000","Joydebpur, Gazipur Sadar Upazila"
"A Finely Built 1240 Sq Ft Flat Is Up For Sale In Sahapara Road, Joydebpur",3,3,8,vacant,1240,gazipur,"৳4,960,000","Joydebpur, Gazipur Sadar Upazila"
"1000 Sq Ft Impressive Flat For Sale In Gazipur, Chandana",2,2,9,vacant,1000,gazipur,"৳4,300,000","Chandana, Gazipur Sadar Upazila"
A Modest Apartment In Tongi Near Tongi Post Office Is Up For Sale,3,3,2,vacant,1440,gazipur,"৳5,900,000","Tongi, Gazipur Sadar Upazila"
A 1380 Sq.ft Apartment Is For Sale In Auchpara Close To Rainbow Grammar School,3,3,1,vacant,1380,gazipur,"৳5,000,000","Tongi, Gazipur Sadar Upazila"
Sustain A Modern Lifestyle In This 1380 Sq Ft Flat For Sale In Gazipur Sadar Upazila,3,3,9,vacant,1380,gazipur,"৳5,000,000","Tongi, Gazipur Sadar Upazila"
View This 1185 Square Feet Residential Apartment For Sale In Gazipur Sadar Upazila,3,3,5,vacant,1185,gazipur,"৳4,740,000","Shimultoly, Gazipur Sadar Upazila"
"130 Sq Ft Commercial Shop Is Up For Sale In Tongi Bazar, Gazipur",,,4,vacant,130,gazipur,"৳5,000,000","Tongi, Gazipur Sadar Upazila"
"Commercial Shop Of 130 Sq Ft Is Ready For Sale At Tongi Bazar, Anarkoli Road",,,4,vacant,130,gazipur,"৳5,000,000","Tongi, Gazipur Sadar Upazila"
"Buy This 800 Sq Ft Apartment At Tongi, Gazipur",2,1,1,vacant,800,gazipur,"৳1,760,000","Tongi, Gazipur Sadar Upazila"
Gazipur Is Offering You A 800 Sq Ft Apartment Is For Sale,2,1,3,vacant,800,gazipur,"৳1,760,000","Tongi, Gazipur Sadar Upazila"
1050 Sq.ft Apartment Is For Sale In Tongi Very Close To Janata Bank Limited.,3,3,6,vacant,1050,gazipur,"৳3,990,000","Tongi, Gazipur Sadar Upazila"
60 katha Residential Plot For Sale At Sreepur,,,,vacant,43200,gazipur,"৳15,000,000",Sreepur
A 6300 Sq Ft Full Building Is Up For Sale In A Well Secured Location Of Gazipur Sadar Upazila,15,10,,vacant,6300,gazipur,"৳17,500,000","Tongi, Gazipur Sadar Upazila"
"1259 Sq Ft Convenient Flat For Sale In Gazipur, Chandana",3,3,3,vacant,1259,gazipur,"৳4,900,000","Chandana, Gazipur Sadar Upazila"
Grab This 10 Katha Plot Up For Sale At ajandrapur Chowrasta - Bhawal Mirzapur Road.,,,,vacant,7200,gazipur,"৳9,000,000","Bhawal Mirzapur, Gazipur Sadar Upazila"
"1000 Sq Ft Apartment Is Ready For Sale In Gazipur Sadar Upazila, Tongi, Auchpara",3,3,2,vacant,1000,gazipur,"৳4,000,000","Tongi, Gazipur Sadar Upazila"
"Buy This 1000 Sq Ft Apartment In Gazipur Sadar Upazila, Tongi",3,3,3,vacant,1000,gazipur,"৳4,000,000","Tongi, Gazipur Sadar Upazila"
A 242 Katha Plot Is For Sale Next To Gazipur Police Line Jame Masjid.,,,,vacant,174240,gazipur,"৳120,000,000","Khube Bormi, Gazipur Sadar Upazila"
"1000 Sq Ft Suitable Flat For Sale In Gazipur, Chandana",2,2,4,vacant,1000,gazipur,"৳4,300,000","Chandana, Gazipur Sadar Upazila"
"Carry Out Your Peaceful Days In This 1259 Sq Ft Flat For Sale In Gazipur, Chandana",3,3,7,vacant,1259,gazipur,"৳4,900,000","Chandana, Gazipur Sadar Upazila"
"With An Awesome Environment A 1080 Sq Ft Flat Is Vacant For Sale In Gazipur Close To Joydebpur Bus Terminal, Gazipur",3,2,5,vacant,1080,gazipur,"৳4,320,000","Joydebpur, Gazipur Sadar Upazila"
An Updated Lifestyle Is Awaiting For You In This 1032 Sq Ft Flat For Sale In Gazipur Sadar Upazila,3,2,7,vacant,1032,gazipur,"৳3,600,000","Tongi, Gazipur Sadar Upazila"
Grab This 10 Katha Plot Up For Sale At ajandrapur Chowrasta - Bhawal Mirzapur Road.,,,,vacant,7200,gazipur,"৳9,000,000","Bhawal Mirzapur, Gazipur Sadar Upazila"
"1000 Sq Ft Apartment Is Ready For Sale In Gazipur Sadar Upazila, Tongi, Auchpara",3,3,2,vacant,1000,gazipur,"৳4,000,000","Tongi, Gazipur Sadar Upazila"
"Buy This 1000 Sq Ft Apartment In Gazipur Sadar Upazila, Tongi",3,3,3,vacant,1000,gazipur,"৳4,000,000","Tongi, Gazipur Sadar Upazila"
A 242 Katha Plot Is For Sale Next To Gazipur Police Line Jame Masjid.,,,,vacant,174240,gazipur,"৳120,000,000","Khube Bormi, Gazipur Sadar Upazila"
"1000 Sq Ft Suitable Flat For Sale In Gazipur, Chandana",2,2,4,vacant,1000,gazipur,"৳4,300,000","Chandana, Gazipur Sadar Upazila"
"With An Awesome Environment A 1080 Sq Ft Flat Is Vacant For Sale In Gazipur Close To Joydebpur Bus Terminal, Gazipur",3,2,5,vacant,1080,gazipur,"৳4,320,000","Joydebpur, Gazipur Sadar Upazila"
"1240 Sq Ft Modest Flat For Sale In Gazipur, Specifically Joydebpur",3,3,6,vacant,1240,gazipur,"৳4,960,000","Joydebpur, Gazipur Sadar Upazila"
"Feel Refreshing In This 1240 Sq Ft Apartment Mingled With Your Interest To Live In Gazipur, Joydebpur",3,3,6,vacant,1240,gazipur,"৳4,960,000","Joydebpur, Gazipur Sadar Upazila"
"Buy This 1240 Sq Ft Flat Which Is Assuring You A Soothing Home Experience In Gazipur, Joydebpur",3,3,7,vacant,1240,gazipur,"৳4,960,000","Joydebpur, Gazipur Sadar Upazila"
"1240 Sq Ft Flat With 3 Bedrooms Is For Sale In Gazipur, Joydebpur",3,3,8,vacant,1240,gazipur,"৳4,960,000","Joydebpur, Gazipur Sadar Upazila"
"1240 Sq Ft Flat For Sale Is Inviting You For A Peaceful Home Experience In Gazipur, Joydebpur",3,3,9,vacant,1240,gazipur,"৳4,960,000","Joydebpur, Gazipur Sadar Upazila"
No Place Rather Than Gazipur Does It Better To Provide You With Better Homely Affairs Alike This 1240 Sq Ft Flat,3,3,4,vacant,1240,gazipur,"৳4,960,000","Joydebpur, Gazipur Sadar Upazila"
See This 1300 Sq Ft Apartment For Sale Is All Set For You In Joydebpur Close To Court Mosjid,3,3,9,vacant,1300,gazipur,"৳5,200,000","Joydebpur, Gazipur Sadar Upazila"
"Built With Modern Amenities, Check This 1300 Sq Ft Flat Which Is Up For Sale At Joydebpur Road, Gazipur Sadar Upazila",3,3,9,vacant,1300,gazipur,"৳5,200,000","Joydebpur, Gazipur Sadar Upazila"
"5 Katha Plot Ready For Sale At Sataish, Tongi Close To Sataish High School",,,,vacant,3600,gazipur,"৳6,000,000","Tongi, Gazipur Sadar Upazila"
"See, This 1300 Sq Ft Beautiful Apartment And Make It Your New Home Which Is Up For Sale In Joydebpur",3,3,8,vacant,1300,gazipur,"৳5,200,000","Joydebpur, Gazipur Sadar Upazila"
See This 1300 Sq Ft Apartment For Sale Is All Set For You In Joydebpur Road Close To Sree Sree Madhab Mondir,3,3,2,vacant,1300,gazipur,"৳5,200,000","Joydebpur, Gazipur Sadar Upazila"
"Buy This 1350 Sq Ft Pleasant Flat In Gazipur, Joydebpur With Great Residential Features",3,3,6,vacant,1350,gazipur,"৳4,500,000","Joydebpur, Gazipur Sadar Upazila"
1350 Sq Ft Ready Flat For Sale In Gazipur With Updated Home Facilities,3,3,9,vacant,1350,gazipur,"৳4,500,000","Joydebpur, Gazipur Sadar Upazila"
"Envision Your Living Opportunity In This 1240 Sq Ft Apartment Up For Sale In Gazipur, Joydebpur",3,3,6,vacant,1240,gazipur,"৳4,960,000","Joydebpur, Gazipur Sadar Upazila"
4800 Square Feet Warehouse For Sale In Gazipur,,,,,,gazipur,"৳60,000,000",Gazipur Sadar Upazila
2 Katha Plot is now available for sale in Bonomala,,,,vacant,1440,gazipur,"৳3,000,000","Tongi, Gazipur Sadar Upazila"
"Built With Modern Amenities, Check This 1300 Sq Ft Flat Which Is Up For Sale At Uttar Cyabithy, Joydebpur",3,3,6,vacant,1300,gazipur,"৳5,200,000","Joydebpur, Gazipur Sadar Upazila"
"1240 Sq Ft Flat For Sale Is Ready To Offer You A Tranquil Home Experience In Gazipur, Joydebpur",3,3,8,vacant,1240,gazipur,"৳4,960,000","Joydebpur, Gazipur Sadar Upazila"
8.15 Katha Plot Is Now Available For Sale In Kashimpur Road Which Is An Eco Friendly Location,,,,vacant,5868,gazipur,"৳5,400,000","Kashimpur Road, Gazipur Sadar Upazila"
"A 920 Sq Ft Flat Is Vacant For Sale In Chandana Chowrasta, Gazipur",3,2,9,vacant,920,gazipur,"৳3,220,000","Chandana, Gazipur Sadar Upazila"
"1240 Sq Ft Flat For Sale Is Assuring You An Overwhelming Home Experience In Gazipur, Joydebpur",3,3,8,vacant,1240,gazipur,"৳4,960,000","Joydebpur, Gazipur Sadar Upazila"
"700 Sq Ft Apartment Is Available For Sale In Tongi, Gazipur",2,1,,vacant,700,gazipur,"৳2,240,000","Tongi, Gazipur Sadar Upazila"
"Check Out This 800 Sq Ft Apartment For Sale In Tongi, Gazipur",2,1,1,vacant,800,gazipur,"৳2,560,000","Tongi, Gazipur Sadar Upazila"
"800 Sq Ft Apartment Is Available For Sale In Tongi, Gazipur",2,1,3,vacant,800,gazipur,"৳2,560,000","Tongi, Gazipur Sadar Upazila"
A Beautiful Apartment Is Up For Sale At Tongi Near Amzad Ali Sarkar Pilot Girls&#039; High School And College,3,2,6,vacant,950,gazipur,"৳2,950,000","Tongi, Gazipur Sadar Upazila"
120 Sq Ft Commercial Space Is Available For You To Buy At Tongi,,,4,vacant,120,gazipur,"৳5,000,000","Tongi, Gazipur Sadar Upazila"
"Check Out This 130 Sq Ft Commercial Space Up For Sale In Tongi, Anarkoli Road",,,4,vacant,130,gazipur,"৳5,000,000","Tongi, Gazipur Sadar Upazila"
Near By Janata Bank Limited 1000 Sq.ft Apartment Is For Sale In Arichpur,3,3,8,vacant,1000,gazipur,"৳3,800,000","Tongi, Gazipur Sadar Upazila"
Obtain This Well Fitted Flat Of 1000 Sq Ft Which Is Up For Sale In Tongi,3,3,6,vacant,1000,gazipur,"৳3,800,000","Tongi, Gazipur Sadar Upazila"
A Shop Space Of 130 Sq.Ft Is Vacant For Sale In Tongi Bazar .,,,4,vacant,130,gazipur,"৳5,000,000","Tongi, Gazipur Sadar Upazila"
"Amazing Commercial Area Of 130 Sq Ft Is Ready For Sale In Tongi, Gazipur",,,4,vacant,130,gazipur,"৳5,000,000","Tongi, Gazipur Sadar Upazila"
"Commercial Shop Of 130 Sq Ft Is Available For Sale In Tongi, Gazipur",,,4,vacant,130,gazipur,"৳5,000,000","Tongi, Gazipur Sadar Upazila"
